location,area,details,price,date,agent,agency,link,rooms,bathroom,parking
"Quinn Residence, Taman Wangsa Maju, Wangsa Maju","Wangsa Maju, Kuala Lumpur",Condominium  •  Built-up : 689 sq. ft.  •  Partly furnished,"RM 390,000",Posted on 09 Jan 2023 01:32 PM,Joyce Yap,Duxton Property Sdn Bhd,https://www.iproperty.com.my/property/wangsa-maju/quinn-residence/sale-100501044/,2,2,1
"TRX Residence @ TRX, KL City","KL City, Kuala Lumpur",Serviced Residence | Corner lot  •  Built-up : 474 sq. ft.  •  Partly furnished,"RM 982,888",Posted on 09 Jan 2023 01:21 PM,Jeffrey Ng,Dutama Properties,https://www.iproperty.com.my/property/kl-city/trx-residence-trx/sale-103481387/,1,1,1
"Casaman, Desa ParkCity","Desa ParkCity, Kuala Lumpur","3-sty Terrace/Link House | Intermediate  •  Built-up : 4,400 sq. ft.  •  Partly furnished","RM 5,600,000",Posted on 09 Jan 2023 01:18 PM,Andrew Tan,Reapfield Properties (HQ) Sdn. Bhd.,https://www.iproperty.com.my/property/desa-park-city/sale-102206909/,4+1,6,4
"South Brooks, Desa ParkCity","Desa ParkCity, Kuala Lumpur","Condominium  •  Built-up : 1,001 sq. ft.  •  Partly furnished","RM 990,000",Posted on 09 Jan 2023 01:11 PM,Daniel Tan,Big Plus Properties Sdn. Bhd. (Mont Kiara),https://www.iproperty.com.my/property/desa-park-city/south-brooks/sale-104060004/,2,2,2
"South Brooks, Desa ParkCity","Desa ParkCity, Kuala Lumpur","Condominium  •  Built-up : 1,537 sq. ft.  •  Partly furnished","RM 1,450,000",Posted on 09 Jan 2023 01:09 PM,Daniel Tan,Big Plus Properties Sdn. Bhd. (Mont Kiara),https://www.iproperty.com.my/property/desa-park-city/south-brooks/sale-102656950/,3+1,3,3
"Kiaraville, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,871 sq. ft.","RM 1,400,000",Posted on 09 Jan 2023 01:07 PM,Angelyn Fong,Chester Properties Sdn Bhd (HQ),https://www.iproperty.com.my/property/mont-kiara/kiaraville/sale-102161791/,3+1,3,2
"Kiaraville, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,909 sq. ft.","RM 1,500,000",Posted on 09 Jan 2023 01:07 PM,Angelyn Fong,Chester Properties Sdn Bhd (HQ),https://www.iproperty.com.my/property/mont-kiara/kiaraville/sale-104316653/,3+1,3,2
"Agile Mont Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,377 sq. ft.  •  Partly furnished","RM 1,380,000",Posted on 09 Jan 2023 12:58 PM,Brandon Lim,Reapfield Properties (HQ) Sdn. Bhd.,https://www.iproperty.com.my/property/mont-kiara/agile-mont-kiara/sale-101156316/,3+1,3,2
"Allevia, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 1,703 sq. ft.","RM 1,300,000",Posted on 09 Jan 2023 12:56 PM,Kerwin Tan,CHESTER PROPERTIES SDN.BHD.,https://www.iproperty.com.my/property/mont-kiara/allevia/sale-103815114/,3+1,3,2
"One KL, KLCC","KLCC, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 3,742 sq. ft.  •  Partly furnished","RM 3,500,000",Posted on 09 Jan 2023 12:54 PM,Elvis Liang,E Trend Realty - Kepong,https://www.iproperty.com.my/property/klcc/one-kl/sale-102828352/,4+1,4,2
"Alix Residences, Dutamas","Dutamas, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 2,476 sq. ft.  •  Partly furnished","RM 1,550,000",Posted on 09 Jan 2023 12:53 PM,Kerwin Tan,CHESTER PROPERTIES SDN.BHD.,https://www.iproperty.com.my/property/dutamas/alix-residences/sale-104101064/,4+2,5,3
"The Park Sky Residence, Bukit Jalil","Bukit Jalil, Kuala Lumpur","Serviced Residence | Intermediate  •  Built-up : 1,565 sq. ft.  •  Partly furnished","RM 1,580,000",Posted on 09 Jan 2023 12:52 PM,Vincent Beh,Dreamvest Realty Sdn. Bhd.,https://www.iproperty.com.my/property/bukit-jalil/the-park-sky-residence/sale-104201760/,3,4,2
"Anjali North Kiara, Segambut","Segambut, Kuala Lumpur","Condominium | Penthouse  •  Built-up : 6,501 sq. ft.  •  Fully furnished","RM 6,500,000",Posted on 09 Jan 2023 12:51 PM,Danny Chin,Ridgewell Properties,https://www.iproperty.com.my/property/segambut/anjali-north-kiara/sale-103502258/,4+1,5,5
"One Central Park, Desa Parkcity, Desa ParkCity","Desa ParkCity, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,367 sq. ft.  •  Fully furnished","RM 1,480,000",Posted on 09 Jan 2023 12:50 PM,Scott Lee,Cornerstone Xstate Sdn Bhd,https://www.iproperty.com.my/property/desa-park-city/one-central-park/sale-102685310/,2+1,3,2
"The Park 2, Bukit Jalil","Bukit Jalil, Kuala Lumpur","Serviced Residence  •  Built-up : 1,519 sq. ft.","RM 1,490,000",Posted on 09 Jan 2023 12:49 PM,Choong Teck Wei,IQI Realty Sdn. Bhd.,https://www.iproperty.com.my/property/bukit-jalil/the-park-2/sale-103177630/,4,3,2
"Westside Three, Desa ParkCity","Desa ParkCity, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,443 sq. ft.  •  Partly furnished","RM 1,445,000",Posted on 09 Jan 2023 12:49 PM,Scott Lee,Cornerstone Xstate Sdn Bhd,https://www.iproperty.com.my/property/desa-park-city/westside-three/sale-101930475/,3,2,2
"Scenaria @ North Kiara Hills, Taman Sri Sinar, Segambut","Segambut, Kuala Lumpur","Condominium  •  Built-up : 1,262 sq. ft.  •  Partly furnished","RM 788,000",Posted on 09 Jan 2023 12:30 PM,Chee Chao Xiang,Dreamvest Realty Sdn. Bhd.,https://www.iproperty.com.my/property/segambut/scenaria-north-kiara-hills/cl-sale-104189366/,3+1,3,2
"Residensi 22, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 1,878 sq. ft.  •  Fully furnished","RM 1,900,000",Posted on 09 Jan 2023 12:27 PM,Zee,Metro City Realtors Sdn. Bhd. (MK),https://www.iproperty.com.my/property/mont-kiara/residensi-22/sale-103595098/,3+1,4,2
"Tiffani Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 2,159 sq. ft.  •  Fully furnished","RM 1,250,000",Posted on 09 Jan 2023 12:20 PM,Sand Yip,J Maison Realtor,https://www.iproperty.com.my/property/mont-kiara/tiffani-kiara/ol-sale-104350175/,3+1,5,2
"One Menerung, Bukit Bandaraya, Bangsar","Bangsar, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 3,200 sq. ft.  •  Partly furnished","RM 3,900,000",Posted on 09 Jan 2023 12:19 PM,TH Lee,Propnex Realty Sdn. Bhd.,https://www.iproperty.com.my/property/bangsar/one-menerung/sale-103488919/,3+1,5,3
"The Sentral Residences, KL Sentral","KL Sentral, Kuala Lumpur","Serviced Residence | Intermediate  •  Built-up : 1,787 sq. ft.  •  Fully furnished","RM 2,000,000",Posted on 09 Jan 2023 12:16 PM,Meena,IQI Realty Sdn. Bhd.,https://www.iproperty.com.my/property/kl-sentral/the-sentral-residences/sale-100303992/,3,4,2
"Midfields, Taman Sungai Besi, Sungai Besi","Sungai Besi, Kuala Lumpur","Condominium | Duplex  •  Built-up : 2,092 sq. ft.  •  Fully furnished","RM 688,000",Posted on 09 Jan 2023 12:15 PM,Jayson Chong,HARTAMAS REAL ESTATE (MALAYSIA) SDN. BHD.,https://www.iproperty.com.my/property/sungai-besi/midfields/sale-103256089/,4+1,5,3
"KL Gateway Residences, Bangsar South, Kampung Kerinchi (Bangsar South)","Kampung Kerinchi (Bangsar South), Kuala Lumpur","Serviced Residence  •  Built-up : 6,833 sq. ft.","RM 2,500,000",Posted on 09 Jan 2023 12:11 PM,KP Cheah,Vivahomes Realty - Kota Damansara,https://www.iproperty.com.my/property/kampung-kerinchi-bangsar-south/kl-gateway-residences/sale-103373862/,5,6,2
"Residensi Harmoni 2, Taman Bukit Prima Pelangi, Segambut","Segambut, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,534 sq. ft.  •  Partly furnished","RM 895,000",Posted on 09 Jan 2023 12:08 PM,Ian Lee,Arden Estates Sdn Bhd,https://www.iproperty.com.my/property/segambut/residensi-harmoni-2/sale-104441282/,3+1,2,2
"Paragon Heights, Bukit Jalil","Bukit Jalil, Kuala Lumpur","3-sty Terrace/Link House  •  Built-up : 3,380 sq. ft.  •  Partly furnished","RM 1,150,000",Posted on 09 Jan 2023 11:55 AM,Ivy Heong,Reapfield Properties (Puchong) Sdn. Bhd.,https://www.iproperty.com.my/property/bukit-jalil/sale-104296124/,6,6,2
"Vista Kiara, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,235 sq. ft.  •  Partly furnished","RM 660,000",Posted on 09 Jan 2023 11:54 AM,Eunice Pang,Tech Realtors Properties Sdn. Bhd.,https://www.iproperty.com.my/property/mont-kiara/vista-kiara/sale-104371336/,3,2,2
"Imperial Lexis, KLCC","KLCC, Kuala Lumpur",Serviced Residence | Intermediate  •  Built-up : 631 sq. ft.  •  Fully furnished,"RM 1,300,000",Posted on 09 Jan 2023 11:52 AM,Neou WP,Dutama Properties,https://www.iproperty.com.my/property/klcc/imperial-lexis/sale-103780597/,Studio,1,1
"Taman Ehsan, Kepong","Kepong, Kuala Lumpur","1-sty Terrace/Link House | Corner lot  •  Built-up : 1,430 sq. ft.  •  Partly furnished","RM 879,999",Posted on 09 Jan 2023 11:47 AM,Ryan Teoh,Tech Realtors Properties Sdn. Bhd.,https://www.iproperty.com.my/property/kepong/sale-103714507/,5,3,10
"Taman Ehsan, Kepong","Kepong, Kuala Lumpur","2-sty Terrace/Link House | Corner lot  •  Built-up : 2,700 sq. ft.  •  Partly furnished","RM 1,599,999",Posted on 09 Jan 2023 11:42 AM,Ryan Teoh,Tech Realtors Properties Sdn. Bhd.,https://www.iproperty.com.my/property/kepong/sale-103994956/,5,5,7
"Kepong Baru Uphill, Kepong","Kepong, Kuala Lumpur","1-sty Terrace/Link House | End lot  •  Built-up : 1,300 sq. ft.","RM 758,000",Posted on 09 Jan 2023 11:41 AM,Ryan Teoh,Tech Realtors Properties Sdn. Bhd.,https://www.iproperty.com.my/property/kepong/sale-104255783/,3+1,2,
"OUG Parklane, Jalan Klang Lama (Old Klang Road)","Jalan Klang Lama (Old Klang Road), Kuala Lumpur",Serviced Residence | Corner lot  •  Built-up : 950 sq. ft.  •  Fully furnished,"RM 360,000",Posted on 09 Jan 2023 11:32 AM,Benjamin Siew,IQI Realty Sdn. Bhd.,https://www.iproperty.com.my/property/jalan-klang-lama-old-klang-road/oug-parklane/sale-104494187/,3,2,1
"Aira Residence, Damansara Heights","Damansara Heights, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 5,351 sq. ft.  •  Partly furnished","RM 9,200,000",Posted on 09 Jan 2023 11:27 AM,TH Lee,Propnex Realty Sdn. Bhd.,https://www.iproperty.com.my/property/damansara-heights/aira-residence/sale-103192663/,4+1,6,3
"Sunway Palazzio, Sri Hartamas","Sri Hartamas, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 2,507 sq. ft.  •  Partly furnished","RM 2,300,000",Posted on 09 Jan 2023 11:26 AM,Evonne Lee,Jalin Realty Sdn. Bhd.,https://www.iproperty.com.my/property/sri-hartamas/sunway-palazzio/sale-104003177/,3+1,4,2
"Arunya @ KL North, Kepong","Kepong, Kuala Lumpur",Condominium  •  Built-up : 840 sq. ft.  •  Partly furnished,"RM 450,000",Posted on 09 Jan 2023 11:25 AM,Jack Yong,POLYGON PROPERTIES SDN BHD,https://www.iproperty.com.my/property/kepong/arunya-kl-north/sale-103269212/,2,2,1
"Park Regent, Desa Parkcity, Desa ParkCity","Desa ParkCity, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 2,960 sq. ft.  •  Partly furnished","RM 3,900,000",Posted on 09 Jan 2023 11:24 AM,Scott Lee,Cornerstone Xstate Sdn Bhd,https://www.iproperty.com.my/property/desa-park-city/park-regent/sale-101879539/,3+1,5,3
"Taman Maluri, Cheras","Cheras, Kuala Lumpur","Semi-detached House | Intermediate  •  Built-up : 3,200 sq. ft.  •  Partly furnished","RM 2,000,000",Posted on 09 Jan 2023 11:16 AM,Kevin Yai,PROPNEX REALTY SDN BHD,https://www.iproperty.com.my/property/cheras/ol-sale-104461793/,4+1,5,4
"Pavilion Hilltop, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 1,496 sq. ft.","RM 1,500,000",Posted on 09 Jan 2023 10:56 AM,Terry Chai,Big Plus Properties Sdn. Bhd. (Mont Kiara),https://www.iproperty.com.my/property/mont-kiara/pavilion-hilltop/ol-sale-104277944/,3+1,4,2
"Pavilion Hilltop, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 1,830 sq. ft.","RM 1,750,000",Posted on 09 Jan 2023 10:56 AM,Terry Chai,Big Plus Properties Sdn. Bhd. (Mont Kiara),https://www.iproperty.com.my/property/mont-kiara/pavilion-hilltop/ol-sale-104277970/,4+1,5,2
Damansara Heights,"Damansara Heights, Kuala Lumpur","Bungalow  •  Built-up : 12,117 sq. ft.","RM 9,500,000",Posted on 09 Jan 2023 10:52 AM,Citta Cheng,IQI Realty Sdn Bhd - Desa Sri Hartamas,https://www.iproperty.com.my/property/damansara-heights/sale-103295406/,7+1,11,6
"Lake City, Taman Wahyu, Kepong","Kepong, Kuala Lumpur",Serviced Residence  •  Built-up : 873 sq. ft.  •  Partly furnished,"RM 524,000",Posted on 09 Jan 2023 10:51 AM,Benjamin Lai,Focus Estate Agency Sdn. Bhd.,https://www.iproperty.com.my/property/kepong/lake-city/sale-103650112/,3,2,2
"The Goodwood Residence, Bangsar South, Kampung Kerinchi (Bangsar South)","Kampung Kerinchi (Bangsar South), Kuala Lumpur","Condominium  •  Built-up : 1,206 sq. ft.","RM 877,060",Posted on 09 Jan 2023 10:43 AM,Steven Tan,Dutama Properties,https://www.iproperty.com.my/property/kampung-kerinchi-bangsar-south/the-goodwood-residence/sale-104413703/,4,3,2
"Villa Serene Kiara, Sri Hartamas","Sri Hartamas, Kuala Lumpur","Semi-detached House | Corner lot  •  Built-up : 4,600 sq. ft.  •  Partly furnished","RM 3,800,000",Posted on 09 Jan 2023 10:37 AM,Athikah Zainal,IQI Realty Sdn. Bhd.,https://www.iproperty.com.my/property/sri-hartamas/sale-101263182/,5+1,5,6
"The Goodwood Residence, Bangsar South, Kampung Kerinchi (Bangsar South)","Kampung Kerinchi (Bangsar South), Kuala Lumpur","Condominium  •  Built-up : 2,002 sq. ft.","RM 1,467,550",Posted on 09 Jan 2023 10:37 AM,Steven Tan,Dutama Properties,https://www.iproperty.com.my/property/kampung-kerinchi-bangsar-south/the-goodwood-residence/sale-104413667/,5+1,5,4
"Bukit Tunku, Kenny Hills, KL, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur",Bungalow | Corner lot  •  Built-up : 1 sq. ft.,"RM 12,500,000",Posted on 09 Jan 2023 10:37 AM,Mac Chia,CID Realtors Sdn Bhd,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-102530568/,6,6,
"Sky Suites @ KLCC, KLCC","KLCC, Kuala Lumpur",Serviced Residence  •  Built-up : 795 sq. ft.  •  Partly furnished,"RM 890,000",Posted on 09 Jan 2023 10:36 AM,Ferlim Ching,Dutama Properties,https://www.iproperty.com.my/property/klcc/sky-suites-klcc/sale-102905572/,2+1,2,
"Bukit Tunku, Kenny Hills, KL, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 11,500 sq. ft.  •  Fully furnished","RM 22,500,000",Posted on 09 Jan 2023 10:35 AM,Mac Chia,CID Realtors Sdn Bhd,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-102530571/,5+3,6,8
"Safa, Safa Terraces, Desa ParkCity","Desa ParkCity, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,400 sq. ft.  •  Partly furnished","RM 2,580,000",Posted on 09 Jan 2023 10:34 AM,Rainee Chin,Space Realty,https://www.iproperty.com.my/property/desa-park-city/sale-102762574/,3+1,4,2
"Papillon Desahill Condominium, Taman Desa","Taman Desa, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 1,784 sq. ft.  •  Partly furnished","RM 1,280,000",Posted on 09 Jan 2023 10:19 AM,Hans Wong,Vivahomes Realty - Puchong,https://www.iproperty.com.my/property/taman-desa/papillon-desahill-condominium/sale-103801574/,3+1,4,2
"Aster Green, Sri Petaling","Sri Petaling, Kuala Lumpur",Serviced Residence  •  Built-up : 861 sq. ft.  •  Partly furnished,"RM 580,000",Posted on 09 Jan 2023 10:16 AM,Christopher Wong,Simon Realty (Sg Besi),https://www.iproperty.com.my/property/sri-petaling/aster-green/sale-104400309/,3,2,2
Bangsar,"Bangsar, Kuala Lumpur","Bungalow | Intermediate  •  Built-up : 8,014 sq. ft.  •  Partly furnished","RM 7,000,000",Posted on 09 Jan 2023 10:14 AM,Gen Lau,Billion Realtors,https://www.iproperty.com.my/property/bangsar/sale-102510611/,5+1,7,
"The Residence Mont Kiara Residence, Mont Kiara","Mont Kiara, Kuala Lumpur","Bungalow  •  Built-up : 8,400 sq. ft.  •  Partly furnished","RM 10,500,000",Posted on 09 Jan 2023 10:13 AM,Gen Lau,Billion Realtors,https://www.iproperty.com.my/property/mont-kiara/sale-102195100/,7+1,8,6
"1 Petaling, Sri Petaling","Sri Petaling, Kuala Lumpur","Condominium  •  Built-up : 1,140 sq. ft.","RM 368,000",Posted on 09 Jan 2023 10:12 AM,Faye Ng,Gather Properties Sdn. Bhd.,https://www.iproperty.com.my/property/sri-petaling/1-petaling/sale-102798532/,3,2,1
Country Heights Damansara,"Country Heights Damansara, Kuala Lumpur","Bungalow  •  Built-up : 11,000 sq. ft.  •  Partly furnished","RM 12,800,000",Posted on 09 Jan 2023 10:08 AM,Mac Chia,CID Realtors Sdn Bhd,https://www.iproperty.com.my/property/country-heights-damansara/sale-103745979/,7+2,8,6
"Mercu Summer Suites, KL City, KLCC","KLCC, Kuala Lumpur",Serviced Residence | Intermediate  •  Built-up : 500 sq. ft.  •  Partly furnished,"RM 390,000",Posted on 09 Jan 2023 10:07 AM,Tammy Wong,Greenfield Properties - Kota Damansara,https://www.iproperty.com.my/property/klcc/mercu-summer-suites/sale-102020043/,Studio,1,
"Levenue Desa ParkCity, Desa ParkCity","Desa ParkCity, Kuala Lumpur","Semi-detached House | Corner lot  •  Built-up : 3,800 sq. ft.  •  Partly furnished","RM 5,500,000",Posted on 09 Jan 2023 10:01 AM,Priscillia Ku,Cornerstone Xstate Sdn Bhd,https://www.iproperty.com.my/property/desa-park-city/sale-102332852/,7+1,7,4
"CASAMAN DESA PARKCITY, Desa ParkCity","Desa ParkCity, Kuala Lumpur","2-sty Terrace/Link House | Corner lot  •  Built-up : 3,100 sq. ft.  •  Partly furnished","RM 4,200,000",Posted on 09 Jan 2023 09:54 AM,Eva Koi,CID Realtors Sdn. Bhd. -  Sunway,https://www.iproperty.com.my/property/desa-park-city/sale-104462384/,3+1,5,
"CASAMAN, Desa ParkCity","Desa ParkCity, Kuala Lumpur","3-sty Terrace/Link House | Intermediate  •  Built-up : 5,448 sq. ft.  •  Partly furnished","RM 5,200,000",Posted on 09 Jan 2023 09:54 AM,Eva Koi,CID Realtors Sdn. Bhd. -  Sunway,https://www.iproperty.com.my/property/desa-park-city/sale-104462386/,6+1,7,
"10 Mont Kiara @ MK10, Mont Kiara","Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 3,632 sq. ft.  •  Partly furnished","RM 3,268,000",Posted on 09 Jan 2023 09:51 AM,Ivan How,CBD Properties Sdn. Bhd.,https://www.iproperty.com.my/property/mont-kiara/10-mont-kiara-mk-10/sale-102856161/,4+1,6,3
"Quill Residence, Bandar Wawasan, KLCC","KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 1,475 sq. ft.","RM 2,112,000",Posted on 09 Jan 2023 09:38 AM,Amanda Voon,Dutama Properties,https://www.iproperty.com.my/property/klcc/quill-residence/sale-104274747/,2,2,1
"Aria, KLCC","KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 1,159 sq. ft.  •  Partly furnished","RM 1,500,000",Posted on 09 Jan 2023 09:38 AM,Amanda Voon,Dutama Properties,https://www.iproperty.com.my/property/klcc/aria/sale-104279436/,2,2,1
"Pavilion, Damansara Heights","Damansara Heights, Kuala Lumpur",Serviced Residence  •  Built-up : 826 sq. ft.,"RM 1,300,000",Posted on 09 Jan 2023 09:37 AM,Amanda Voon,Dutama Properties,https://www.iproperty.com.my/property/damansara-heights/pavilion/sale-103301401/,2,2,1
"Quill Residence, Bandar Wawasan, KLCC","KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 1,367 sq. ft.","RM 1,800,000",Posted on 09 Jan 2023 09:37 AM,Amanda Voon,Dutama Properties,https://www.iproperty.com.my/property/klcc/quill-residence/sale-104274750/,2,2,1
"Stonor 3, KLCC","KLCC, Kuala Lumpur","Condominium  •  Built-up : 1,031 sq. ft.  •  Fully furnished","RM 1,350,000",Posted on 09 Jan 2023 09:36 AM,Amanda Voon,Dutama Properties,https://www.iproperty.com.my/property/klcc/stonor-3/sale-104274912/,3,2,2
"Eaton Residence, KLCC","KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 1,410 sq. ft.  •  Partly furnished","RM 2,000,000",Posted on 09 Jan 2023 09:36 AM,Amanda Voon,Dutama Properties,https://www.iproperty.com.my/property/klcc/eaton-residence/sale-104279676/,2+1,3,1
"Pavilion Residences, Bukit Bintang","Bukit Bintang, Kuala Lumpur","Serviced Residence  •  Built-up : 3,394 sq. ft.","RM 5,800,000",Posted on 09 Jan 2023 09:36 AM,Amanda Voon,Dutama Properties,https://www.iproperty.com.my/property/bukit-bintang/pavilion-residences/sale-104325051/,4+1,4,2
"6 Capsquare, Dang Wangi, City Centre","City Centre, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 2,000 sq. ft.  •  Fully furnished","RM 955,000",Posted on 09 Jan 2023 09:36 AM,David Lao,The Roof Realty - Puchong,https://www.iproperty.com.my/property/city-centre/6-capsquare/sale-103095042/,2,3,1
"The Tropika, Bukit Jalil","Bukit Jalil, Kuala Lumpur","Serviced Residence  •  Built-up : 1,318 sq. ft.","RM 1,130,000",Posted on 09 Jan 2023 09:35 AM,Amanda Voon,Dutama Properties,https://www.iproperty.com.my/property/bukit-jalil/the-tropika/sale-103318598/,3,3,2
"Skyluxe On The Park Bukit Jalil, Bukit Jalil","Bukit Jalil, Kuala Lumpur",Serviced Residence | Corner lot  •  Built-up : 707 sq. ft.  •  Partly furnished,"RM 660,000",Posted on 09 Jan 2023 09:16 AM,Claire Choong,Wereg Properties Sdn Bhd,https://www.iproperty.com.my/property/bukit-jalil/skyluxe-on-the-park-bukit-jalil/sale-100713729/,1+1,1,1
"Glomac Damansara, Taman Tun Dr Ismail","Taman Tun Dr Ismail, Kuala Lumpur","Serviced Residence | Corner lot  •  Built-up : 1,840 sq. ft.  •  Partly furnished","RM 1,295,000",Posted on 09 Jan 2023 09:10 AM,Savitri Rajagopal,Ridgewell Properties,https://www.iproperty.com.my/property/taman-tun-dr-ismail/glomac-damansara/sale-100401546/,3+1,4,2
"Seri Riana Residence, Wangsa Maju","Wangsa Maju, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,528 sq. ft.  •  Fully furnished","RM 890,000",Posted on 09 Jan 2023 09:08 AM,Llionel Ong,GT Nelson Realty Sdn Bhd,https://www.iproperty.com.my/property/wangsa-maju/seri-riana-residence/sale-103916834/,3+1,2,2
Country Heights Damansara,"Country Heights Damansara, Kuala Lumpur","Bungalow  •  Built-up : 11,221 sq. ft.  •  Partly furnished","RM 12,800,000",Posted on 09 Jan 2023 09:06 AM,Zack Ng,Zack Realty,https://www.iproperty.com.my/property/country-heights-damansara/sale-103569944/,7+1,8,6
"Bukit Tunku, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur",Bungalow  •  Built-up : 1 sq. ft.  •  Unfurnished,"RM 12,500,000",Posted on 09 Jan 2023 09:04 AM,Brandon Lim,Reapfield Properties (HQ) Sdn. Bhd.,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-100859650/,5,6,10
"Bukit Tunku, Bukit Tunku (Kenny Hills)","Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow  •  Built-up : 5,000 sq. ft.  •  Partly furnished","RM 19,800,000",Posted on 09 Jan 2023 09:03 AM,Brandon Lim,Reapfield Properties (HQ) Sdn. Bhd.,https://www.iproperty.com.my/property/bukit-tunku-kenny-hills/sale-103782667/,4+3,6,12
